B: 	oké 
B: 	oké nee 
A: 	nee 
B: 	nee 
A: 	ik hebben die met die schoorsteen en dat vierkant ding aan de voorkant 
B: 	ja 
B: 	dat zijn B 
A: 	en hij zitten niet helemaal onderin maar wel redelijk onderin 
A: 	past nog een half onder 
A: 	en vanaf de middellijn zitten die eigenlijk tegen de rechterkant hij zitten rechts onderin in het vlak 
A: 	echt tegen de middellijn aan 
B: 	ik denken dat die bij mij niet onder de tegen de middellijn aan zitten 
B: 	hebben wij het gaspedaal op dezelfde plek 
A: 	het gaspedaal staan bij mij links daarvan 
B: 	ja die staan er bij mij ook links ervan alleen ze raken elkaar niet eens 
B: 	zeggen maar 
A: 	niet een beetje ook niet 
B: 	wel bijna 
B: 	ik denken dat er een paar millimeter tussen zitten 
A: 	ja 
A: 	bij mij zitten ze ook wel heel dicht bij elkaar 
B: 	en eronder past onder de schoorsteen past denken ik nog iets veel dan een half 
A: 	ja 
B: 	misschien zijn het dan wel 
A: 	ja ik hebben die veger nog links daarvan helemaal staan 
B: 	de veger 
A: 	hebben je die ook 
B: 	ja die hebben ik ook 
A: 	link onderin die die opsteken er nog onderuit 
B: 	ja 
B: 	bij mij ook 
A: 	ja het zullen ongeveer een half zijn denken ik 
B: 	ja dat denken ik ook 
A: 	aan ruimte ja 
B: 	de de de bovenkant van het veegdinge komen tot aan de onderkant 
A: 	ja de onder ja 
A: 	hebben ik ook 
B: 	misschien zijn het dan wel dezelfde plek 
A: 	ja 
A: 	en die neus die die die die paal die door die neus gaan 
B: 	ja 
A: 	hebben je die ook 
A: 	die hebben we toch ook hetzelfde 
B: 	dat weten ik ook niet veel 
A: 	ik weten niet veel zeker maar 
B: 	maar hoezo 
B: 	waar zitten die bij jou dan 
A: 	ja bijna tegen de schoorsteen aan denken ik 
B: 	nou oké dan of we hebben de neus niet op dezelfde plek of we hebben deze niet op dezelfde plek 
A: 	hij missen ja 
A: 	hij zitten ja hij zitten wel een beetje veel naar rechts die neus 
B: 	ja 
B: 	bij mij raken ze elkaar niet 
A: 	niet 
B: 	nee 
A: 	ja bij mij zullen ze echt elkaar bijna raken 
B: 	ja oké misschien wel bijna raken maar ik denken wel dat er een centimeter tussen zitten 
A: 	oké 
A: 	een centimeter 
B: 	misschien iets weinig maar oké we hebben misschien de neus niet op dezelfde plek 
A: 	nee 
A: 	zullen deze hetzelfde zijn 
B: 	ik denken qua hoogte wel 
A: 	ja 
B: 	alleen zitten die bij jou nou echt echt naast de middellijn 
B: 	want bij mij zitten die echt niet naast de middellijn denken ik 
A: 	waar zitten die dan 
B: 	ik denken dat die wel een centimeter naast de middellijn zitten 
A: 	ja misschien wel 
B: 	of misschien iets veel 
A: 	ja 
A: 	ja 
A: 	ik vinden die middellijn een beetje lastig nog 
A: 	maar inderdaad misschien wel een centimeter ernaast 
B: 	misschien wel twee centimeter 
A: 	ja één of twee 
A: 	ik vinden deze moeilijk 
B: 	ik denken het toch wel 
A: 	ja 
B: 	ja 
A: 	we doen het gewoon 
