ID	Num. utterances	Num. tokens	Expression Lexicon Size (ELS)	Expression Variety (EV)	Expression Repetition (ER)	Voc. Overlap	ENTR	L	LMAX
pair16_11_tsv	52.0	280.0	38.0	0.1357142857142857	0.3357142857142857	0.2743362831858407	1.090836757786418	1.345132743362832	4.0
063064_2_tsv	45.0	313.0	52.0	0.16613418530351437	0.46325878594249204	0.38	1.3379727410330196	1.5359477124183007	3.0
pair13_07_tsv	48.0	291.0	38.0	0.13058419243986255	0.4639175257731959	0.32608695652173914	0.9942388992545004	1.3013698630136987	3.0
143144_16_tsv	106.0	761.0	103.0	0.13534822601839686	0.5584756898817346	0.4161849710982659	1.3204496497546878	1.4743589743589745	7.0
pair17_04_tsv	24.0	143.0	22.0	0.15384615384615385	0.4195804195804196	0.3392857142857143	1.3626087768963413	1.5614035087719298	3.0
pair17_06_tsv	23.0	116.0	18.0	0.15517241379310345	0.2672413793103448	0.26785714285714285	1.0843365498332875	1.3571428571428572	3.0
043044_4_tsv	74.0	616.0	89.0	0.1444805194805195	0.4837662337662338	0.3815789473684211	1.4419753848495267	1.5679442508710801	6.0
015016_3_tsv	59.0	354.0	47.0	0.1327683615819209	0.4887005649717514	0.36538461538461536	1.05485460846995	1.3391812865497077	3.0
131132_5_tsv	151.0	863.0	108.0	0.12514484356894554	0.5677867902665121	0.4	1.0014083497826576	1.302325581395349	5.0
pair21_02_tsv	27.0	130.0	13.0	0.1	0.2846153846153846	0.21428571428571427	0.8507707040532599	1.2765957446808511	2.0
pair07_13_tsv	17.0	86.0	9.0	0.10465116279069768	0.32558139534883723	0.20930232558139536	0.9682702474096179	1.5185185185185186	4.0
107108_6_tsv	90.0	669.0	103.0	0.15396113602391628	0.5724962630792227	0.4375	1.211090489096928	1.4097938144329898	4.0
pair09_04_tsv	26.0	166.0	26.0	0.1566265060240964	0.3795180722891566	0.3088235294117647	1.5693631916188164	1.6610169491525424	5.0
053054_14_tsv	97.0	546.0	75.0	0.13736263736263737	0.5274725274725275	0.3971631205673759	1.015449840193278	1.3095975232198143	4.0
019020_16_tsv	76.0	722.0	104.0	0.1440443213296399	0.5138504155124654	0.3699421965317919	1.2042620387148413	1.4045801526717556	4.0
057058_3_tsv	72.0	372.0	64.0	0.17204301075268819	0.5161290322580645	0.40186915887850466	1.52868077410032	1.6089385474860336	6.0
019020_15_tsv	65.0	540.0	79.0	0.14629629629629629	0.4703703703703704	0.3708609271523179	1.0187554588681351	1.3133802816901408	4.0
pair09_01_tsv	29.0	174.0	24.0	0.13793103448275862	0.4827586206896552	0.3709677419354839	0.774967267326726	1.2282608695652173	2.0
055056_11_tsv	107.0	570.0	85.0	0.14912280701754385	0.5052631578947369	0.3503184713375796	1.294090590563132	1.4527027027027026	5.0
063064_15_tsv	63.0	391.0	66.0	0.16879795396419436	0.5549872122762148	0.45081967213114754	1.1453010794969631	1.36986301369863	5.0
013014_16_tsv	98.0	584.0	85.0	0.14554794520547945	0.5342465753424658	0.39375	1.525149174107002	1.6091549295774648	5.0
137138_15_tsv	54.0	379.0	45.0	0.11873350923482849	0.46437994722955145	0.3153153153153153	0.9480189472194152	1.2797927461139897	3.0
045046_5_tsv	57.0	469.0	68.0	0.14498933901918976	0.5245202558635395	0.36923076923076925	1.3331755991564187	1.4821428571428572	6.0
053054_9_tsv	121.0	628.0	86.0	0.13694267515923567	0.5509554140127388	0.44285714285714284	1.128203134284673	1.3633879781420766	4.0
109110_1_tsv	62.0	433.0	65.0	0.15011547344110854	0.5011547344110855	0.4	1.0562630192461702	1.3305439330543933	4.0
039040_2_tsv	44.0	241.0	41.0	0.17012448132780084	0.46887966804979253	0.379746835443038	1.1803395719204777	1.4065040650406504	5.0
055056_8_tsv	128.0	620.0	86.0	0.13870967741935483	0.4612903225806452	0.32222222222222224	1.082913969550085	1.3416149068322982	4.0
065066_14_tsv	55.0	259.0	42.0	0.16216216216216217	0.4092664092664093	0.367816091954023	1.0647729463452411	1.338235294117647	4.0
097098_5_tsv	89.0	582.0	78.0	0.13402061855670103	0.4690721649484536	0.3473053892215569	1.1831248517005315	1.3934426229508197	5.0
pair11_11_tsv	41.0	312.0	37.0	0.11858974358974358	0.41346153846153844	0.26804123711340205	1.4397363853035423	1.5483870967741935	5.0
pair21_16_tsv	38.0	280.0	41.0	0.14642857142857144	0.42857142857142855	0.34	1.2583361749573663	1.4645669291338583	5.0
009010_8_tsv	77.0	492.0	68.0	0.13821138211382114	0.4695121951219512	0.31756756756756754	1.21538786007679	1.4122448979591837	4.0
pair16_07_tsv	62.0	351.0	53.0	0.150997150997151	0.4045584045584046	0.3185840707964602	1.3482304965990695	1.5375	6.0
049050_1_tsv	80.0	450.0	65.0	0.14444444444444443	0.5377777777777778	0.45714285714285713	1.3174368243544368	1.475	5.0
131132_9_tsv	145.0	842.0	106.0	0.12589073634204276	0.5617577197149644	0.3776595744680851	1.0780270622126915	1.3428571428571427	6.0
099100_15_tsv	75.0	417.0	64.0	0.15347721822541965	0.513189448441247	0.4188034188034188	1.5176596324875467	1.6307692307692307	7.0
pair09_14_tsv	31.0	209.0	25.0	0.11961722488038277	0.3588516746411483	0.21686746987951808	1.2213827984823025	1.4285714285714286	4.0
pair07_04_tsv	18.0	94.0	13.0	0.13829787234042554	0.30851063829787234	0.3111111111111111	1.3019762161101502	1.5151515151515151	3.0
pair15_09_tsv	41.0	286.0	37.0	0.12937062937062938	0.43006993006993005	0.3068181818181818	1.3680518915915028	1.5634920634920635	3.0
pair23_03_tsv	44.0	173.0	19.0	0.10982658959537572	0.35260115606936415	0.19117647058823528	0.9509412356424798	1.2794117647058822	3.0
065066_8_tsv	67.0	361.0	51.0	0.14127423822714683	0.4598337950138504	0.37719298245614036	1.1291598738344215	1.3879781420765027	4.0
pair15_08_tsv	38.0	270.0	39.0	0.14444444444444443	0.43333333333333335	0.34831460674157305	1.29199252498566	1.488	6.0
pair15_06_tsv	28.0	158.0	18.0	0.11392405063291139	0.2974683544303797	0.18055555555555555	0.9403548961104892	1.2881355932203389	4.0
037038_1_tsv	47.0	303.0	47.0	0.1551155115511551	0.46204620462046203	0.3473684210526316	1.5412877205345297	1.6666666666666667	4.0
041042_14_tsv	84.0	597.0	94.0	0.1574539363484087	0.5008375209380235	0.4520547945205479	1.3657907968722747	1.5015873015873016	5.0
131132_1_tsv	81.0	405.0	62.0	0.15308641975308643	0.5555555555555556	0.45132743362831856	0.760737918861656	1.1984126984126984	4.0
067068_15_tsv	62.0	347.0	56.0	0.16138328530259366	0.48703170028818443	0.38016528925619836	1.3104512383737341	1.4914285714285713	5.0
053054_5_tsv	68.0	338.0	55.0	0.16272189349112426	0.5029585798816568	0.42452830188679247	1.109083510860436	1.356020942408377	4.0
081082_2_tsv	64.0	399.0	67.0	0.16791979949874686	0.47619047619047616	0.3853211009174312	1.496616966181668	1.5885416666666667	6.0
009010_4_tsv	53.0	366.0	51.0	0.13934426229508196	0.5027322404371585	0.38	1.306386568773101	1.4682080924855492	4.0
097098_2_tsv	72.0	452.0	50.0	0.11061946902654868	0.4026548672566372	0.2565789473684211	1.0555077685174186	1.3398058252427185	3.0
099100_3_tsv	53.0	331.0	48.0	0.14501510574018128	0.4259818731117825	0.37755102040816324	1.4524793914837828	1.5985915492957747	6.0
pair11_02_tsv	22.0	103.0	15.0	0.14563106796116504	0.49514563106796117	0.2972972972972973	1.5184220482858137	1.9473684210526316	6.0
pair18_07_tsv	26.0	224.0	25.0	0.11160714285714286	0.35714285714285715	0.3013698630136986	1.1635978371218683	1.4382022471910112	3.0
pair15_02_tsv	42.0	186.0	26.0	0.13978494623655913	0.44086021505376344	0.41818181818181815	1.4710395633664561	1.630952380952381	5.0
045046_2_tsv	59.0	385.0	62.0	0.16103896103896104	0.4883116883116883	0.3963963963963964	1.3271175055579267	1.481081081081081	5.0
067068_16_tsv	81.0	641.0	88.0	0.1372854914196568	0.48205928237129486	0.4171779141104294	0.9723964423530674	1.2918918918918918	4.0
pair12_10_tsv	21.0	99.0	11.0	0.1111111111111111	0.29292929292929293	0.16666666666666666	0.9957220057616336	1.3636363636363635	4.0
035036_12_tsv	50.0	323.0	53.0	0.16408668730650156	0.5046439628482973	0.4329896907216495	1.308218277310677	1.4759036144578312	4.0
027028_9_tsv	84.0	551.0	79.0	0.14337568058076225	0.4863883847549909	0.3933333333333333	1.0102792973890675	1.3013698630136987	4.0
pair10_09_tsv	41.0	314.0	40.0	0.12738853503184713	0.43312101910828027	0.32038834951456313	1.0630547106671542	1.3453237410071943	3.0
063064_8_tsv	60.0	448.0	72.0	0.16071428571428573	0.5133928571428571	0.453781512605042	1.4152974623080354	1.5313807531380754	5.0
041042_13_tsv	83.0	475.0	79.0	0.16631578947368422	0.47789473684210526	0.44360902255639095	1.1940426689018462	1.407843137254902	6.0
pair14_14_tsv	46.0	278.0	40.0	0.14388489208633093	0.4244604316546763	0.34408602150537637	1.2788200638366545	1.52	6.0
075076_8_tsv	70.0	530.0	72.0	0.13584905660377358	0.5377358490566038	0.416	1.3158494024584892	1.4818840579710144	5.0
pair18_08_tsv	23.0	152.0	28.0	0.18421052631578946	0.375	0.2857142857142857	1.372131203995095	1.5303030303030303	4.0
123124_12_tsv	87.0	442.0	80.0	0.18099547511312217	0.49095022624434387	0.4016393442622951	1.3841527575098476	1.5132743362831858	6.0
pair22_03_tsv	24.0	120.0	24.0	0.2	0.48333333333333334	0.40540540540540543	1.5041780668804448	1.6785714285714286	7.0
pair08_02_tsv	36.0	188.0	19.0	0.10106382978723404	0.3723404255319149	0.208955223880597	1.3272442160747566	1.6029411764705883	4.0
145146_4_tsv	144.0	753.0	105.0	0.1394422310756972	0.5537848605577689	0.40963855421686746	1.2646729999540884	1.4404761904761905	4.0
055056_12_tsv	106.0	690.0	109.0	0.15797101449275364	0.5579710144927537	0.37158469945355194	1.3204224698636824	1.4830508474576272	7.0
007008_16_tsv	90.0	541.0	61.0	0.11275415896487985	0.4454713493530499	0.3381294964028777	0.8655779572990505	1.2431506849315068	5.0
017018_11_tsv	66.0	392.0	48.0	0.12244897959183673	0.42857142857142855	0.29838709677419356	1.1819787796715713	1.434065934065934	6.0
017018_4_tsv	55.0	358.0	47.0	0.13128491620111732	0.4748603351955307	0.29508196721311475	1.0930618357044344	1.3771428571428572	4.0
027028_3_tsv	65.0	362.0	68.0	0.1878453038674033	0.48342541436464087	0.42735042735042733	0.941337347333198	1.2766990291262137	3.0
143144_7_tsv	147.0	998.0	123.0	0.12324649298597194	0.561122244488978	0.4114583333333333	1.3576228521155063	1.5	7.0
049050_14_tsv	99.0	616.0	88.0	0.14285714285714285	0.5438311688311688	0.4013605442176871	1.4270223352094844	1.5396825396825398	5.0
145146_3_tsv	97.0	486.0	69.0	0.1419753086419753	0.5082304526748971	0.36879432624113473	1.0120487804490068	1.3018181818181818	4.0
039040_16_tsv	52.0	359.0	49.0	0.13649025069637882	0.4735376044568245	0.3181818181818182	1.1421553744992947	1.3728813559322033	4.0
pair18_12_tsv	24.0	139.0	14.0	0.10071942446043165	0.381294964028777	0.23636363636363636	1.4578894028906682	1.6904761904761905	5.0
081082_16_tsv	63.0	455.0	57.0	0.12527472527472527	0.4967032967032967	0.3082706766917293	1.1426751497271235	1.3773584905660377	4.0
101102_8_tsv	75.0	472.0	65.0	0.13771186440677965	0.3686440677966102	0.3712121212121212	1.300123034442332	1.4615384615384615	5.0
077078_16_tsv	83.0	671.0	88.0	0.13114754098360656	0.4947839046199702	0.3373493975903614	1.4236916831166775	1.5372670807453417	5.0
119120_7_tsv	56.0	253.0	47.0	0.1857707509881423	0.3794466403162055	0.3904761904761905	0.9483105303161407	1.3135593220338984	6.0
077078_10_tsv	76.0	571.0	81.0	0.14185639229422067	0.5183887915936952	0.3885350318471338	1.0677328336006358	1.33	4.0
153154_2_tsv	75.0	521.0	86.0	0.16506717850287908	0.47024952015355087	0.3881578947368421	1.1058377649127868	1.3594306049822065	5.0
021022_13_tsv	79.0	859.0	130.0	0.15133876600698487	0.5541327124563445	0.4260355029585799	1.3791357231113206	1.5106837606837606	5.0
pair07_14_tsv	24.0	156.0	21.0	0.1346153846153846	0.358974358974359	0.25757575757575757	0.9000264229312606	1.2615384615384615	3.0
121122_7_tsv	50.0	261.0	36.0	0.13793103448275862	0.4061302681992337	0.34523809523809523	1.1861379596918584	1.4201680672268908	6.0
051052_10_tsv	108.0	804.0	123.0	0.15298507462686567	0.582089552238806	0.4523809523809524	1.3378602984629564	1.487912087912088	7.0
131132_15_tsv	122.0	762.0	105.0	0.1377952755905512	0.5564304461942258	0.40229885057471265	1.0537070936315256	1.3537117903930131	3.0
123124_4_tsv	88.0	483.0	78.0	0.16149068322981366	0.525879917184265	0.44166666666666665	1.1670180312403062	1.391634980988593	4.0
075076_13_tsv	46.0	329.0	61.0	0.18541033434650456	0.47112462006079026	0.41935483870967744	1.5588222557018685	1.6335403726708075	6.0
021022_6_tsv	53.0	491.0	81.0	0.164969450101833	0.48676171079429736	0.40298507462686567	1.4084352497037855	1.5523012552301256	4.0
153154_12_tsv	64.0	437.0	69.0	0.15789473684210525	0.4622425629290618	0.37681159420289856	1.1006389722767456	1.4027777777777777	9.0
035036_9_tsv	56.0	368.0	58.0	0.15760869565217392	0.45108695652173914	0.3669724770642202	1.3855697189171634	1.518918918918919	5.0
003004_12_tsv	74.0	512.0	74.0	0.14453125	0.4921875	0.34558823529411764	1.4396310491626583	1.5648535564853556	4.0
007008_4_tsv	60.0	306.0	45.0	0.14705882352941177	0.4411764705882353	0.3173076923076923	1.0380019611537439	1.34	4.0
049050_11_tsv	91.0	523.0	85.0	0.16252390057361377	0.5583173996175909	0.4883720930232558	1.3655830938518556	1.5033557046979866	5.0
pair09_02_tsv	35.0	166.0	26.0	0.1566265060240964	0.41566265060240964	0.3230769230769231	0.9558288135533383	1.2839506172839505	4.0
011012_12_tsv	66.0	619.0	116.0	0.18739903069466882	0.5767366720516963	0.5416666666666666	1.6602964226569188	1.7239263803680982	5.0
053054_6_tsv	73.0	557.0	89.0	0.15978456014362658	0.533213644524237	0.46153846153846156	1.6770492441090683	1.74609375	7.0
123124_8_tsv	78.0	392.0	57.0	0.14540816326530612	0.44642857142857145	0.34375	1.2305179214424702	1.4278350515463918	5.0
057058_11_tsv	83.0	485.0	83.0	0.1711340206185567	0.5237113402061856	0.4766355140186916	1.8283863109862233	1.8609865470852018	6.0
109110_11_tsv	73.0	500.0	78.0	0.156	0.538	0.4296875	1.3186737642712765	1.5095785440613028	7.0
037038_2_tsv	40.0	223.0	38.0	0.17040358744394618	0.4080717488789238	0.36904761904761907	0.8960238623571961	1.2719298245614035	3.0
pair11_12_tsv	30.0	154.0	17.0	0.11038961038961038	0.34415584415584416	0.19672131147540983	1.1170949925429108	1.3703703703703705	3.0
135136_9_tsv	67.0	456.0	93.0	0.20394736842105263	0.5416666666666666	0.525	1.4132916491516125	1.532258064516129	5.0
069070_3_tsv	47.0	324.0	48.0	0.14814814814814814	0.5277777777777778	0.3829787234042553	1.5087497113066906	1.6442953020134228	7.0
039040_10_tsv	67.0	444.0	63.0	0.14189189189189189	0.42117117117117114	0.3287671232876712	0.9161756114040189	1.2658227848101267	5.0
pair18_15_tsv	32.0	162.0	30.0	0.18518518518518517	0.4382716049382716	0.3484848484848485	1.1505726915272392	1.4078947368421053	3.0
049050_10_tsv	97.0	609.0	87.0	0.14285714285714285	0.5336617405582923	0.44525547445255476	1.3387153732714852	1.4880239520958083	5.0
pair05_15_tsv	31.0	150.0	21.0	0.14	0.42	0.3333333333333333	0.8906019351421881	1.2533333333333334	3.0
043044_5_tsv	60.0	432.0	63.0	0.14583333333333334	0.5023148148148148	0.36065573770491804	1.5010536568684436	1.6216216216216217	7.0
013014_3_tsv	100.0	733.0	107.0	0.14597544338335608	0.5266030013642565	0.38596491228070173	1.2572474695062708	1.4403183023872679	5.0
pair13_04_tsv	43.0	286.0	42.0	0.14685314685314685	0.3951048951048951	0.3163265306122449	1.088782272676388	1.3565891472868217	4.0
135136_3_tsv	41.0	273.0	49.0	0.1794871794871795	0.47985347985347987	0.43023255813953487	1.4738447666979884	1.638655462184874	5.0
097098_11_tsv	89.0	636.0	86.0	0.13522012578616352	0.5188679245283019	0.3391812865497076	1.2514404481469361	1.4345238095238095	4.0
017018_14_tsv	67.0	463.0	67.0	0.1447084233261339	0.47516198704103674	0.35714285714285715	0.9263907578033695	1.2681992337164751	3.0
019020_6_tsv	128.0	1075.0	151.0	0.14046511627906977	0.5144186046511627	0.38392857142857145	1.1896862477703822	1.3940886699507389	6.0
109110_14_tsv	71.0	551.0	82.0	0.14882032667876588	0.5099818511796733	0.37349397590361444	1.1110489086931563	1.3664383561643836	7.0
107108_8_tsv	58.0	453.0	74.0	0.16335540838852097	0.5011037527593819	0.4126984126984127	1.220614564233522	1.4135021097046414	4.0
pair14_04_tsv	43.0	291.0	46.0	0.15807560137457044	0.4948453608247423	0.3695652173913043	1.3744233054401949	1.5220588235294117	5.0
057058_10_tsv	91.0	433.0	69.0	0.15935334872979215	0.5011547344110855	0.41025641025641024	1.3665137092341022	1.5091743119266054	7.0
075076_5_tsv	45.0	283.0	45.0	0.15901060070671377	0.40636042402826855	0.3707865168539326	1.542959198909195	1.6923076923076923	5.0
135136_4_tsv	50.0	414.0	72.0	0.17391304347826086	0.5024154589371981	0.45614035087719296	1.8493918905029807	1.9540229885057472	7.0
pair14_13_tsv	35.0	202.0	21.0	0.10396039603960396	0.4752475247524752	0.25	1.5604917571151762	1.6849315068493151	4.0
075076_3_tsv	51.0	322.0	50.0	0.15527950310559005	0.5031055900621118	0.42	1.2291718678058625	1.44375	5.0
107108_2_tsv	73.0	601.0	87.0	0.1447587354409318	0.5241264559068219	0.38271604938271603	1.0983377179662273	1.3453453453453454	4.0
pair13_10_tsv	28.0	161.0	20.0	0.12422360248447205	0.2919254658385093	0.24675324675324675	0.8862054820196958	1.2794117647058822	4.0
003004_2_tsv	54.0	292.0	45.0	0.1541095890410959	0.5102739726027398	0.32	1.5256010785545602	1.6209677419354838	5.0
065066_15_tsv	40.0	208.0	35.0	0.16826923076923078	0.4567307692307692	0.37333333333333335	0.899349359694669	1.2844036697247707	3.0
099100_16_tsv	81.0	542.0	87.0	0.16051660516605165	0.4870848708487085	0.4074074074074074	1.364712570929518	1.5092250922509225	6.0
pair04_08_tsv	41.0	284.0	37.0	0.13028169014084506	0.3591549295774648	0.27956989247311825	1.253879929972768	1.4406779661016949	4.0
pair13_05_tsv	65.0	516.0	71.0	0.1375968992248062	0.47674418604651164	0.3851851851851852	1.158542445222389	1.3852140077821011	5.0
063064_6_tsv	78.0	588.0	104.0	0.17687074829931973	0.5272108843537415	0.46564885496183206	1.3934653181922214	1.5325077399380804	4.0
047048_11_tsv	74.0	462.0	64.0	0.13852813852813853	0.5714285714285714	0.425	1.0226043887550413	1.3074074074074074	4.0
005006_9_tsv	71.0	571.0	97.0	0.16987740805604204	0.5201401050788091	0.46258503401360546	1.2936624923029756	1.4657980456026058	7.0
pair04_04_tsv	29.0	248.0	34.0	0.13709677419354838	0.43548387096774194	0.3561643835616438	1.6813281931570452	1.8556701030927836	6.0
005006_8_tsv	70.0	556.0	88.0	0.15827338129496402	0.5593525179856115	0.4405594405594406	1.0978380590018983	1.346875	4.0
077078_6_tsv	91.0	587.0	93.0	0.15843270868824533	0.5195911413969335	0.43356643356643354	1.282588141982583	1.4458204334365325	5.0
pair10_15_tsv	23.0	187.0	28.0	0.1497326203208556	0.37433155080213903	0.32	1.0833586451188304	1.3544303797468353	3.0
013014_2_tsv	115.0	661.0	109.0	0.1649016641452345	0.5688350983358548	0.4444444444444444	1.406298281707425	1.5270655270655271	5.0
135136_8_tsv	45.0	316.0	49.0	0.1550632911392405	0.4778481012658228	0.39361702127659576	1.5891225708338654	1.6690140845070423	6.0
045046_9_tsv	70.0	601.0	91.0	0.15141430948419302	0.5158069883527454	0.3958333333333333	1.3906720005211544	1.5494880546075085	4.0
077078_12_tsv	85.0	619.0	90.0	0.14539579967689822	0.5105008077544426	0.3793103448275862	1.4196311391631704	1.5434083601286173	6.0
027028_6_tsv	65.0	483.0	78.0	0.16149068322981366	0.5238095238095238	0.45161290322580644	1.1847469863841007	1.3946360153256705	4.0
pair05_10_tsv	24.0	110.0	18.0	0.16363636363636364	0.36363636363636365	0.35294117647058826	1.481241697143554	1.6428571428571428	5.0
081082_14_tsv	40.0	196.0	26.0	0.1326530612244898	0.32653061224489793	0.23170731707317074	1.245556202741058	1.4594594594594594	4.0
123124_9_tsv	122.0	653.0	107.0	0.1638591117917305	0.55895865237366	0.44171779141104295	1.2342197242061972	1.440443213296399	6.0
101102_2_tsv	52.0	380.0	60.0	0.15789473684210525	0.39473684210526316	0.3671875	1.291521671811492	1.46448087431694	4.0
039040_13_tsv	46.0	303.0	38.0	0.1254125412541254	0.5181518151815182	0.3010752688172043	1.2736301729954422	1.4539007092198581	4.0
009010_9_tsv	87.0	508.0	73.0	0.1437007874015748	0.5196850393700787	0.3904109589041096	0.9128678605802365	1.2619047619047619	3.0
039040_15_tsv	66.0	376.0	54.0	0.14361702127659576	0.47074468085106386	0.3709677419354839	0.7818950110935547	1.2560386473429952	5.0
pair11_09_tsv	33.0	172.0	18.0	0.10465116279069768	0.436046511627907	0.2222222222222222	1.271629583105371	1.476923076923077	3.0
pair09_11_tsv	43.0	286.0	37.0	0.12937062937062938	0.43006993006993005	0.2857142857142857	0.991958990314564	1.300751879699248	3.0
119120_4_tsv	82.0	391.0	54.0	0.13810741687979539	0.45524296675191817	0.3709677419354839	1.0306793259544398	1.3279569892473118	3.0
pair16_02_tsv	47.0	215.0	23.0	0.10697674418604651	0.30697674418604654	0.1919191919191919	0.5665095065529053	1.1333333333333333	2.0
057058_6_tsv	74.0	469.0	76.0	0.16204690831556504	0.4946695095948827	0.4032258064516129	1.330950571277846	1.5	6.0
131132_6_tsv	111.0	706.0	101.0	0.14305949008498584	0.5637393767705382	0.4025974025974026	1.2933872443300516	1.4752747252747254	4.0
057058_2_tsv	91.0	506.0	74.0	0.14624505928853754	0.541501976284585	0.39285714285714285	1.1030482356743592	1.3630136986301369	6.0
pair16_03_tsv	37.0	162.0	19.0	0.11728395061728394	0.30246913580246915	0.2328767123287671	0.611643984377256	1.144927536231884	3.0
pair17_01_tsv	18.0	120.0	13.0	0.10833333333333334	0.4583333333333333	0.3409090909090909	1.2639695707385292	1.52	3.0
065066_6_tsv	75.0	345.0	53.0	0.1536231884057971	0.5159420289855072	0.39	1.118289405945484	1.4065934065934067	6.0
pair08_11_tsv	41.0	212.0	29.0	0.13679245283018868	0.46226415094339623	0.34285714285714286	0.9497232679405737	1.2788461538461537	3.0
077078_14_tsv	86.0	585.0	84.0	0.14358974358974358	0.5025641025641026	0.4	1.065369114816686	1.3460317460317461	6.0
051052_11_tsv	70.0	580.0	92.0	0.15862068965517243	0.5465517241379311	0.4357142857142857	1.208912871666531	1.4104938271604939	4.0
009010_6_tsv	105.0	676.0	104.0	0.15384615384615385	0.5443786982248521	0.4315068493150685	1.2851202586862667	1.4652956298200515	6.0
pair22_09_tsv	54.0	293.0	46.0	0.15699658703071673	0.4880546075085324	0.4342105263157895	1.5537396839939936	1.6616541353383458	5.0
041042_7_tsv	70.0	491.0	66.0	0.13441955193482688	0.5274949083503055	0.40476190476190477	1.2067293963433856	1.4147286821705427	4.0
pair22_05_tsv	57.0	344.0	58.0	0.1686046511627907	0.48255813953488375	0.41379310344827586	1.6903624672355535	1.78343949044586	5.0
pair04_15_tsv	32.0	253.0	27.0	0.1067193675889328	0.3438735177865613	0.23469387755102042	0.6409831728611071	1.1538461538461537	3.0
053054_16_tsv	71.0	526.0	82.0	0.155893536121673	0.5665399239543726	0.4580152671755725	1.2794500545832577	1.4459930313588851	5.0
047048_3_tsv	45.0	248.0	33.0	0.13306451612903225	0.4032258064516129	0.30952380952380953	1.323004923846617	1.4803921568627452	4.0
